83	Tuyб»‡t chiГЄu ChГ©m xoГЎy lГЄn (Mana: %d)
84	Tuyб»‡t chiГЄu ChГ©m xoГЎy (Mana: %d)
85	Tuyб»‡t chiГЄu ChГ©m ГЎnh sГЎng (Mana: %d)
86	Tuyб»‡t chiГЄu liГЄn hoГ n (Mana: %d)
87	May mбєЇn (Tб»‰ lб»‡ thГ nh cГґng Ngб»Ќc TГўm Linh +25%%)
88	Sб»©c Д‘ГЎnh tДѓng +%d
89	Lб»±c Д‘ГЎnh phГ©p thuбє­t +%d
90	KhбєЈ nДѓng phГІng vб»‡ tДѓng +%d
91	Sб»©c chб»‘ng Д‘б»Ў tДѓng +%d
92	Tб»± Д‘б»™ng phб»Ґc hб»“i %d%% HP
93	TДѓng tб»‘c Д‘б»™ bЖЎi
94	May mбєЇn (Tб»‰ lб»‡ gГўy sГЎt thЖ°ЖЎng tб»‘i Д‘a +5%%)
95	Дђб»™ bб»Ѓn: [%d]
96	KhбєЈ nДѓng sб»­ dб»Ґng khi chuyб»ѓn Д‘б»™ng
97	KhбєЈ nДѓng Д‘ГЎnh phГ©p thuбє­t: %d ~ %d
98	Sб»©c mбєЎnh cГє chГ©m (Mana: %d)
99	CГі thб»ѓ kбєїt hб»Јp tбєЎo ra Combo
100	Zen
101	TrГЎi tim
102	tuyб»‡t chiГЄu
103	Nhбє«n biбєїn hГ¬nh
104	Vбє­t phбє©m sб»± kiб»‡n
105	NgГґi sao may mбєЇn
106	PhГЎo hoa
107	TrГЎi tim tГ¬nh yГЄu
108	RЖ°б»Јu tГ¬nh
109	Huy chЖ°ЖЎng BбєЎc
110	Huy chЖ°ЖЎng VГ ng
111	Hб»™p cб»§a Vua
112	Nбєїu nГ©m ra Д‘бєҐt sбєЅ cГі phбє§n thЖ°б»џng
113	[Zen/Ngб»Ќc/Дђб»“ vбє­t]
114	Chб»‰ rб»›t mб»™t loбєЎi vбє­t phбє©m
115	Hб»™p Kundun
116	Hб»™p kб»· niб»‡m
117	TrГЎi tim ChГєa tб»ѓ
118	BГЎnh Trung Thu
119	TГ¬m gбє·p NPC trao Д‘б»•i
120	CГЎch sб»­ dб»Ґng cГЎc phГ­m chб»©c nДѓng
121	F1: GiГєp Д‘б»Ў: TбєЇt/Mб»џ
122	F2: Chбєї Д‘б»™ nГіi chuyб»‡n chung TбєЇt/Mб»џ
123	F3: Chбєї Д‘б»™ nГіi chuyб»‡n riГЄng TбєЇt/Mб»џ
124	F4: Дђiб»Ѓu chб»‰nh cб»­a sб»• nГіi chuyб»‡n lб»›n nhб»Џ
125	Enter: Mб»џ/ДђГіng cб»­a sб»• ChГЎt
126	C: Mб»џ cб»­a sб»• xem thГґng tin nhГўn vбє­t
127	I,V: Mб»џ thГ№ng Д‘б»“
128	P: Mб»џ cб»­a sб»• NhГіm
129	G: Cб»­a sб»• Hб»™i
130	Q: Sб»­ dб»Ґng bГ¬nh tДѓng MГЎu
131	W: Sб»­ dб»Ґng bГ¬nh tДѓng NДѓng lЖ°б»Јng
132	E: Sб»­ dб»Ґng bГ¬nh thuб»‘c giбєЈi Д‘б»™c
133	Shift: Cб»‘ Д‘б»‹nh nhГўn vбє­t
134	Ctrl+PhГ­m sб»‘: CГ i phГ­m nГіng cho tuyб»‡t chiГЄu
135	PhГ­m sб»‘: Chб»Ќn tuyб»‡t chiГЄu Д‘б»ѓ sб»­ dб»Ґng
136	Alt: Hiб»‡n tГЄn vбє­t dб»Ґng rЖЎi trГЄn mбє·t Д‘бєҐt
137	Alt+VЕ© khГ­: Chб»Ќn vЕ© khГ­ theo thб»© tб»± Ж°u tiГЄn
138	Ctrl+NhГўn vбє­t: Дђб»ѓ giбєїt ngЖ°б»ќi
139	PrintScreen: Chб»Ґp бєЈnh
140	CГЎch sб»­ dб»Ґng chбєї Д‘б»™ trГІ chuyб»‡n riГЄng
141	Tab: Chuyб»ѓn vГ o cб»­a sб»• Д‘Дѓng nhбє­p, chuyб»ѓn qua chбєї Д‘б»™ nГіi chuyб»‡n riГЄng
142	NhбєҐp chuб»™t phбєЈi vГ o tГЄn ngЖ°б»ќi nГіi trГЄn bбєЈng nГіi chuyб»‡n Д‘б»ѓ nhбєЇn tin lбєЎi
143	PhГ­m mЕ©i tГЄn lГЄn: Xem lбєЎi Д‘oбєЎn nГіi chuyб»‡n
144	PageUP, PageDN: Xem thГґng tin cЕ© trong bбєЈng trГІ chuyб»‡n
145	ДђГЎnh dбєҐu ~ trЖ°б»›c cГўu nГіi Д‘б»ѓ nГіi chuyб»‡n vб»›i thГ nh viГЄn trong NhГіm
146	ДђГЎnh dбєҐu @ trЖ°б»›c cГўu nГіi Д‘б»ѓ nГіi chuyб»‡n vб»›i thГ nh viГЄn trong Hб»™i
147	ДђГЎnh dбєҐu @> dГ№ng Д‘б»ѓ Chб»§ hб»™i thГґng bГЎo trong hб»™i
148	ДђГЎnh dбєҐu # trЖ°б»›c cГўu nГіi Д‘б»ѓ cГўu nГіi hiб»‡n ra trong thб»ќi gian lГўu hЖЎn
149	/trade (tГЄn nhГўn vбє­t): Giao dб»‹ch 
150	/party (tГЄn nhГўn vбє­t): Дђб»ѓ tбєЎo NhГіm
151	Chб»‰ chuб»™t vГ o Chб»§ Hб»™i sau Д‘Гі Д‘ГЎnh /guild: Дђб»ѓ xin vГ o Hб»™i
152	/war TГЄn Hб»™i: Дђб»ѓ thГЎch Д‘бєҐu giб»Їa cГЎc hб»™i
153	/(TГЄn vЕ© khГ­): ThГґng tin vЕ© khГ­
154	/move (TГЄn vГ№ng Д‘бєҐt): Дђб»ѓ di chuyб»ѓn Д‘бєїn vГ№ng Д‘бєҐt Д‘Гі
155	/filter Tб»«1 Tб»«2: Chб»‰ xem Д‘Ж°б»Јc nhб»Їng tб»« Д‘ГЈ chб»Ќn
156	Chб»‰nh to nhб»Џ cб»­a sб»• nГіi chuyб»‡n bбє±ng nГєt ENTER sau Д‘Гі F5
157	Sau %d giГўy nб»Їa, bбєЎn sбєЅ di chuyб»ѓn Д‘бєїn vГ№ng Д‘бєҐt khГЎc
158	%s bГ№a vб»Ѓ thГ nh
159	ThГґng tin tГ­nh nДѓng
160	TГ­nh nДѓng
161	CбєҐp Д‘б»™
162	Sб»©c tбєҐn cГґng
163	PhГ©p thuбє­t
164	Sб»©c phГІng vб»‡
165	KhбєЈ nДѓng phГІng vб»‡
166	Sб»©c mбєЎnh
167	Nhanh nhбє№n
168	NДѓng lЖ°б»Јng
169	Thб»ѓ lб»±c
170	PhГ©p thuбє­t: %d ~ %d
171	Hб»“i phб»Ґc HP: %d
172	TДѓng khбєЈ nДѓng phГІng vб»‡: %d
173	TДѓng khбєЈ nДѓng tбєҐn cГґng: %d
174	KhoбєЈng cГЎch sб»­ dб»Ґng: %d
175	Mana: %d
176	 + Tuyб»‡t chiГЄu
177	 + TГ­nh nДѓng
178	 + May mбєЇn
179	Vбє­t cЖ°б»Ўi
180	Hб»™i
181	BбєЎn muб»‘n trб»џ thГ nh chб»§ Hб»™i khГґng?
182	TГЄn Hб»™i
183	Vui lГІng chб»Ќn mГ u bГЄn dЖ°б»›i
184	Д‘б»ѓ thiбєїt kбєї biб»ѓu tЖ°б»џng
185	BбєЎn chЖ°a tham gia vГ o Hб»™i
186	Nбєїu bбєЎn muб»‘n gia nhбє­p Hб»™i
187	Chб»‰ chuб»™t vГ o chб»§ Hб»™i rб»“i Д‘ГЎnh /guild
188	GiбєЈi tГЎn
189	ThoГЎt khб»Џi Hб»™i
190	ThГґng tin NhГіm
191	Chб»‰ chuб»™t vГ o ngЖ°б»ќi muб»‘n mб»ќi vГ o
192	Sau Д‘Гі gГµ /party
193	Nбєїu Д‘б»‘i phЖ°ЖЎng chбєҐp nhбє­n thГ¬ NhГіm sбєЅ Д‘Ж°б»Јc tбєЎo
194	Nбєїu thГ nh lбє­p NhГіm thГ¬ Д‘iб»ѓm kinh nghiб»‡m
195	sau khi giбєїt quГЎi vбє­t sбєЅ Д‘Ж°б»Јc chia ra
196	TГ№y theo cбєҐp Д‘б»™ cб»§a tб»«ng nhГўn vбє­t mГ 
197	Д‘iб»ѓm kinh nghiб»‡m nhбє­n Д‘Ж°б»Јc sбєЅ khГЎc nhau
198	Chi phГ­
199	Дђiб»ѓm dЖ°: %d / %d
200	CбєҐp Д‘б»™: %d
201	Kinh nghiб»‡m: %u / %u
202	Sб»©c mбєЎnh: %d
203	SГЎt thЖ°ЖЎng: %d ~ %d (%d)
204	Sб»©c Д‘ГЎnh: %d ~ %d
205	Nhanh nhбє№n: %d
206	PhГІng thб»§: %d (%d + %d)
207	PhГІng thб»§: %d (+%d)
208	PhГІng thб»§: %d (%d)
209	PhГІng thб»§: %d
210	Thб»ѓ lб»±c: %d
211	LЖ°б»Јng mГЎu: %d / %d
212	NДѓng lЖ°б»Јng: %d
213	Mana: %d / %d
214	Nб»™i lб»±c: %d / %d
215	PhГ©p thuбє­t: %d ~ %d (+%d)
216	Sб»©c Д‘ГЎnh phГ©p thuбє­t: %d ~ %d
217	Дђiб»ѓm: %d
218	ChГє thГ­ch:
219	[Zen cГі thб»ѓ chuyб»ѓn hГіa thГ nh Rena]
220	ДђГіng/Mб»џ cб»­a sб»• Hб»™i (G)
221	ДђГіng/Mб»џ cб»­a sб»• NhГіm (P)
222	ДђГіng/Mб»џ cб»­a sб»• nhГўn vбє­t(C)
223	Trang bб»‹
224	Zen
225	ДђГіng/Mб»џ thГ№ng Д‘б»“ (I,V)
226	Giao dб»‹ch
227	Giao dб»‹ch bбє±ng Zen
228	XГЎc nhбє­n
229	Hб»§y bб»Џ
230	NgЖ°б»ќi bГЎn
231	Mua(B)
232	Ban(S)
233	Sб»­a chб»Їa(L)
234	Kho Д‘б»“
235	Gб»­i tiб»Ѓn
236	LбєҐy tiб»Ѓn
237	Sб»­a toГ n bб»™ (Shift+L)
238	PhГ­ sб»­a chб»Їa %s
239	Sб»­a toГ n bб»™
240	Дђang mб»џ
241	Дђang khГіa
242	ДђГіng/Mб»џ thГ№ng Д‘б»“
243	бє¤n nГєt chб»Ќn con sб»‘ may mбєЇn
244	NhбєҐn nГєt Д‘Дѓng kГЅ tГЄn
245	[Sб»‘ biб»ѓu thб»©c yГЄu cбє§u]
246	LЕ©y tГ­ch
247	Con sб»‘ may mбєЇn
248	/war
249	/battlesoccer
250	Thay Д‘б»•i б»‘ng cung tГЄn
251	ДђГЈ hбєїt cung tГЄn
252	BбєЎn phбєЈi Д‘Гіng thГ№ng Д‘б»“, sau Д‘Гі mб»›i cГі thб»ѓ dб»‹ch chuyб»ѓn
253	CбєҐp Д‘б»™ cб»§a bбєЎn phбєЈi Д‘б»§ %d mб»›i cГі thб»ѓ dб»‹ch chuyб»ѓn
254	/guild
255	BбєЎn Д‘ГЈ gia nhбє­p Hб»™i nГ y
256	/party
257	BбєЎn Д‘ГЈ vГ o nhГіm nГ y
258	/warp
259	/trade
260	/move
261	BбєЎn khГґng thб»ѓ sб»­ dб»Ґng Kб»і LГўn khi б»џ Atlans
262	PhбєЈi rб»ќi khб»Џi NhГіm mб»›i cГі thб»ѓ bЖ°б»›c vГ o Atlans
263	BбєЎn phбєЈi sб»­ dб»Ґng CГЎnh, ГЃo choГ ng hoбє·c QuГЎi Дђiб»ѓu mб»›i cГі thб»ѓ Д‘бєїn Icarus
264	/whisperoff
265	/whisperon
266	PhГ­ giб»Ї Д‘б»“
267	KhГґng nhбє­n tin nhбєЇn riГЄng
268	BбєЇt Д‘бє§u nhбєЇn tin nhбєЇn riГЄng
269	KhГґng thб»ѓ quДѓng mГіn Д‘б»“ nГ y
270	Xin chao
271	Chao ban
272	Chao
273	Hi
274	Hello
275	Chao nguoi dep
276	Bye
277	Chao chang trai
278	Chao Nobita
279	Tam biet
280	Vinh biet
281	Hoan ho
282	Chuc mung
283	Tot qua
284	Wow
285	Chuc mung
286	Oops
287	Here
288	Come
289	Wait
290	Wa day
291	Rush
292	O day ne
293	Qua kia
294	Theo tui
295	Ben nay
296	Khong
297	Ben kia
298	Ko
299	Thoi
300	Dung giet nha
301	Dung ma
302	No
303	Sorry
304	Xin loi
305	Ec
306	Buon
307	Khoc
308	Ngheo
309	T_T
310	Hm
311	hohoho
312	^_^
313	Hoho
314	huhu
315	hehe
316	hihi
317	Chien thang
318	Yeah
319	Yahoo
320	Win
321	Vo dich
322	Oh
323	Won
324	Thang roi
325	bum
326	met
327	buon ngu
328	ngap
329	di ngu
330	lanh
331	tot
332	Lanh
333	Dau
334	grr
335	nua ha
336	chac chan
337	Dung
338	Good
339	Recommend
340	Quy phuc
341	That bai
342	Trung thanh
343	Tuan lenh
344	Xong len
345	Tien len
346	Dang kia
347	Xung phong
348	Troi oi
349	Potay
350	YГЄu cбє§u cбєҐp Д‘б»™ %d trб»џ lГЄn
351	CГІn: %d (%d) mЕ©i tГЄn cung
352	CГІn: %d (%d) mЕ©i tГЄn nб»Џ
353	Thбє§n hб»™ mб»‡nh
354	QuГЎi Д‘iб»ѓu
355	Kб»і LГўn
356	HP Linh Vбє­t
357	Kinh nghiб»‡m: %d / %d
358	LЖ°б»Јng mГЎu: %d / %d
359	Mana: %d / %d
360	Nб»™i lб»±c: %d
361	NhГіm (P)
362	ThГґng tin cГЎ nhГўn (C)
363	ThГ№ng Д‘б»“ (I,V)
364	Bang - Hб»™i (G)
365	
366	
367	HГЈy chб»Ќn vГ  Д‘б»Јi Д‘б»‘i phЖ°ЖЎng
368	CбєҐp Д‘б»™
369	~ %d
370	
371	HГ ng hГіa Д‘ang giao dб»‹ch
372	Д‘ГЈ bб»‹ thay Д‘б»•i
373	Nбєїu bбєЎn Д‘б»“ng ГЅ tiбєїp tб»Ґc giao dб»‹ch thГ¬
374	vui lГІng bбєҐm xГЎc nhбє­n!
375	ThГ№ng Д‘б»“ Д‘ГЈ Д‘бє§y!
376	BбєЎn muб»‘n dГ№ng BГ¬nh nЖ°б»›c phГ©p?
377	ДђГЈ tДѓng %s Д‘iб»ѓm vГ o %d
378	Sб»­ dб»Ґng BГ¬nh nЖ°б»›c phГ©p thбєҐt bбєЎi
379	%s GiбєЈm vГ  thu hб»“i %d Д‘iб»ѓm %s
380	CГІn %d giГўy Д‘б»ѓ thoГЎt khб»Џi trГІ chЖЎi
381	ThoГЎt khб»Џi trГІ chЖЎi
382	Chб»Ќn mГЎy chб»§
383	Chб»Ќn nhГўn vбє­t
384	Hб»§y bб»Џ
385	TГ№y chб»Ќn chб»©c nДѓng
386	TбєҐn cГґng tб»± Д‘б»™ng
387	Hiб»ѓn thб»‹ tin nhбєЇn
388	ДђГіng lбєЎi
389	Г‚m lЖ°б»Јng
390	Vui lГІng nhбє­p Г­t nhбєҐt 4 kГЅ tб»±
391	KhГґng thб»ѓ dГ№ng kГЅ tб»± Д‘бє·c biб»‡t
392	KГЅ tб»± nГ y khГґng thб»ѓ sб»­ dб»Ґng
393	Дђang Д‘Ж°б»Јc sб»­ dб»Ґng
394	KhГґng thб»ѓ tГ¬m thбєҐy nhГўn vбє­t nГ y
395	TГЄn tГ i khoбєЈn Д‘ГЈ cГі ngЖ°б»ќi dГ№ng
396	KhГґng thб»ѓ tбєЎo thГЄm nhГўn vбє­t mб»›i
397	Vui lГІng nhбє­p sб»‘ ID cб»§a bбєЎn nбєїu muб»‘n xГіa %s
398	PhбєЈi nhбє­p Kб»№ sб»‘ sau kГЅ tб»±
399	LЖ°u ГЅ!
400	KhГґng thб»ѓ xГіa nhГўn vбє­t cГі cбєҐp Д‘б»™ cao
401	Mбє­t mГЈ khГґng Д‘Гєng!
402	Kбєїt nб»‘i vб»›i mГЎy chб»§ Д‘ГЈ bб»‹ ngбєЇt
403	Vui lГІng nhбє­p tГЄn tГ i khoбєЈn
404	Vui lГІng nhбє­p mбє­t khбє©u
405	PhiГЄn bбєЈn khГґng phГ№ hб»Јp
406	vui lГІng cбє­p nhбє­t phiГЄn bбєЈn mб»›i
407	Mбє­t khбє©u khГґng phГ№ hб»Јp
408	TГ i khoбєЈn bб»‹ tбєЎm khГіa!
409	Tб»± Д‘б»™ng ngбєЇt kбєїt nб»‘i nбєїu Д‘Дѓng nhбє­p thбєҐt bбєЎi 3 lбє§n liГЄn tiбєїp
410	Thб»ќi gian cho phГ©p Д‘ГЈ hбєїt
411	Thб»ќi gian cГІn lбєЎi Д‘ГЈ hбєїt
412	Thб»ќi gian cho phГ©p cб»§a IP nГ y Д‘ГЈ hбєїt
413	Thб»ќi gian cГІn lбєЎi cб»§a IP nГ y Д‘ГЈ hбєїt
414	BбєЎn hГЈy thб»­ lбєЎi lбє§n nб»Їa!
415	TГ i khoбєЈn Д‘ang Д‘Ж°б»Јc sб»­ dб»Ґng
416	Oops! MГЎy chб»§ Д‘ГЈ Д‘бє§y vui lГІng thб»­ lбєЎi!
417	TГ i khoбєЈn Д‘ГЈ bб»‹ khГіa!
418	%s
419	Gб»­i yГЄu cбє§u giao dб»‹ch vб»›i bбєЎn
420	Nhбє­p sб»‘ tiб»Ѓn muб»‘n Gб»­i
421	Nhбє­p sб»‘ tiб»Ѓn muб»‘n lбєҐy
422	Nhбє­p sб»‘ tiб»Ѓn giao dб»‹ch
423	KhГґng Д‘б»§ Д‘iб»Ѓu kiб»‡n. Quay lбєЎi sau!
424	KhГґng thб»ѓ chuyб»ѓn nhiб»Ѓu hЖЎn 50 triб»‡u Zen 1 lбє§n
425	Gб»­i yГЄu cбє§u tбєЎo NhГіm
426	TбєЎo biб»ѓu tЖ°б»Јng cho Hб»™i
427	Nhбє­p mГЈ sб»‘ bГ­ mбє­t Д‘б»ѓ thoГЎt khб»Џi Hб»™i
428	Chб»‰ nhбє­p Д‘Ж°б»Јc cГЎc Chб»Ї sб»‘
429	Xin gia nhбє­p vГ o Hб»™i.
430	%s Д‘ГЈ gia nhбє­p Hб»™i
431	BбєЎn Д‘ГЈ lГ  thГ nh viГЄn cб»§a Hб»™i
432	BбєЎn nhбє­n Д‘Ж°б»Јc lб»ќi ThГЎch Д‘бєҐu
433	KhГґng cГі thГґng tin liГЄn quan
434	NhГўn vбє­t Д‘ГЈ bб»‹ khГіa!
435	YГЄu cбє§u: CбєҐp Д‘б»™ 15 trб»џ lГЄn mб»›i sб»­ dб»Ґng Д‘Ж°б»Јc
436	CГЎc mГіn Д‘б»“ trong tГ i khoбєЈn nГ y Д‘ang tбєЎm khГіa Д‘б»ѓ Д‘iб»Ѓu tra.
437	Vui lГІng kiб»ѓm tra thГґng tin trГЄn Hб»‡ thб»‘ng 1- ChбєЎm tбєЎi trang chб»§ MU
438	VГ¬ Hб»™i Д‘ГЈ bб»‹ hб»§y bб»Џ nГЄn khГґng thб»ѓ xГіa nhГўn vбє­t Д‘Ж°б»Јc
439	CГЎc mГіn Д‘б»“ cб»§a nhГўn vбє­t Д‘ГЈ bб»‹ khГіa.
440	Mбє­t khбє©u khГґng Д‘Гєng
441	NhГ  kho Д‘ГЈ Д‘Ж°б»Јc khГіa lбєЎi!!
442	KhГґng nhбє­p 4 kГЅ tб»± giб»‘ng nhau
443	Vui lГІng nhбє­p mГЈ sб»‘ bГ­ mбє­t Д‘б»ѓ khГіa Kho Д‘б»“
444	Vui lГІng nhбє­p Kб»№ sб»‘ sau cГЎc KГЅ hiб»‡u toГЎn hб»Ќc
445	Mбє­t khбє©u khГґng chГ­nh xГЎc
446	BбєЎn khГґng thб»ѓ sб»­ dб»Ґng б»џ cбєҐp Д‘б»™ nГ y
447	Дђб»“ng ГЅ vб»›i cГЎc Д‘iб»Ѓu kiб»‡n trГЄn
448	BбєЎn muб»‘n kбєїt nб»‘i Д‘бєїn mГЎy chб»§ khГЎc?
449	Hб»§y bб»Џ hoбє·c rб»ќi khб»Џi Hб»™i
450	TГ i khoбєЈn
451	Mбє­t khбє©u
452	Kбєїt nб»‘i
453	ThoГЎt
454	(c) 2011 - BбєЈn quyб»Ѓn thuб»™c Webzen.
455	 PhГЎt triб»ѓn bб»џi : Team MU Online VN
456	PhiГЄn bбєЈn %s
457	Vбє­n hГ nh
458	MU Season 6.3
459	%s: Д‘Ж°б»Јc chб»Ґp tбєЎi mГЎy chб»§
460	[MГЎy chб»§ %s-%d (Non-PvP)]
461	[MГЎy chб»§ %s-%d]
462	1) Sau khi da dang nhap vao may con
463	, ban khong the chon may chu khac
464	2) Neu ket noi den may chu con khac thi
465	tat ca cac mon do va thong tin trong
466	tai khoan cua nhan vat se di chuyen
467	toi may chu con do
468	3) Sau khi xac nhan den may chu khac
469	thi tro choi se duoc tu dong ngat ket noi
470	Дђang kбєїt nб»‘i vб»›i mГЎy chб»§
471	Vui lГІng chб»ќ trong giГўy lГЎt
472	XГЎc nhбє­n tГ i khoбєЈn
473	Vui lГІng chб»ќ trong giГўy lГЎt
474	KhГґng thб»ѓ sб»­ dб»Ґng khi Д‘ang giao dб»‹ch hoбє·c sб»­ dб»Ґng nhГ  kho
475	Gб»­i yГЄu cбє§u Giao dб»‹ch Д‘бєїn %s
476	Gб»­i yГЄu cбє§u tбєЎo NhГіm Д‘бєїn %s
477	Gб»­i yГЄu cбє§u gia nhбє­p Hб»™i Д‘бєїn %s
478	CбєҐp Д‘б»™ 6 trб»џ lГЄn mб»›i cГі thб»ѓ sб»­ dб»Ґng tГ­nh nДѓng kбєїt bбєЎn
479	CбєҐp Д‘б»™ 6 trб»џ lГЄn mб»›i cГі thб»ѓ sб»­ dб»Ґng chб»©c nДѓng nhбєЇn tin
480	Kбєїt quбєЈ HГІa!!!
481	ДђГЈ kбєїt nб»‘i vб»›i mГЎy chб»§
482	KhГґng cГі ngЖ°б»ќi sб»­ dб»Ґng
483	ThГґng bГЎo trong Hб»™i: %s
484	ChГ o mб»«ng bбєЎn Д‘бєїn vб»›i 
485	 / 
486	BбєЎn nhбє­n Д‘Ж°б»Јc %d Д‘iб»ѓm kinh nghiб»‡m
487	NgЖ°б»ќi hГ№ng
488	NgЖ°б»ќi bГ¬nh thЖ°б»ќng
489	Ngб»™ sГЎt
490	SГЎt nhГўn
491	Cuб»“ng sГЎt
492	Hб»§y giao dб»‹ch
493	BбєЎn khГґng thб»ѓ giao dб»‹ch б»џ tГ¬nh trбєЎng nГ y
494	Hб»§y bб»Џ giao dб»‹ch
495	LЖ°u ГЅ: ThГ№ng Д‘б»“ Д‘ГЈ Д‘бє§y, giao dб»‹ch bб»‹ hб»§y bб»Џ!!!
496	YГЄu cбє§u bб»‹ tб»« chб»‘i!
497	KhГґng thб»ѓ TбєЎo nhГіm
498	YГЄu cбє§u TбєЎo nhГіm bб»‹ tб»« chб»‘i
499	ThГ nh viГЄn Д‘ГЈ rб»ќi khб»Џi NhГіm
500	Дђб»‘i phЖ°ЖЎng Д‘ГЈ thoГЎt khб»Џi trГІ chЖЎi
501	Дђб»‘i phЖ°ЖЎng Д‘ГЈ gia nhбє­p NhГіm khГЎc
502	GiбєЈi tГЎn NhГіm
